Tematica,fecha_mensual,Cantidad
LESIONES PERSONALES,01/02/2013,7158.00
LESIONES PERSONALES,01/03/2013,7252.00
LESIONES PERSONALES,01/04/2013,7019.00
LESIONES PERSONALES,01/05/2013,6900.00
LESIONES PERSONALES,01/06/2013,7017.00
LESIONES PERSONALES,01/07/2013,6723.00
LESIONES PERSONALES,01/08/2013,6901.00
LESIONES PERSONALES,01/09/2013,7098.00
LESIONES PERSONALES,01/10/2013,6414.00
LESIONES PERSONALES,01/11/2013,5872.00
LESIONES PERSONALES,01/12/2013,6234.00
LESIONES PERSONALES,01/01/2014,7011.00
LESIONES PERSONALES,01/02/2014,6528.00
LESIONES PERSONALES,01/03/2014,7823.00
LESIONES PERSONALES,01/04/2014,6244.00
LESIONES PERSONALES,01/05/2014,7185.00
LESIONES PERSONALES,01/06/2014,7359.00
LESIONES PERSONALES,01/07/2014,7298.00
LESIONES PERSONALES,01/08/2014,7260.00
LESIONES PERSONALES,01/09/2014,7074.00
LESIONES PERSONALES,01/10/2014,6007.00
LESIONES PERSONALES,01/11/2014,6252.00
LESIONES PERSONALES,01/12/2014,6195.00
LESIONES PERSONALES,01/01/2015,7583.00
LESIONES PERSONALES,01/02/2015,7459.00
LESIONES PERSONALES,01/03/2015,7292.00
LESIONES PERSONALES,01/04/2015,6461.00
LESIONES PERSONALES,01/05/2015,7679.00
LESIONES PERSONALES,01/06/2015,8104.00
LESIONES PERSONALES,01/07/2015,7161.00
LESIONES PERSONALES,01/08/2015,7554.00
LESIONES PERSONALES,01/09/2015,7139.00
LESIONES PERSONALES,01/10/2015,6922.00
LESIONES PERSONALES,01/11/2015,6761.00
LESIONES PERSONALES,01/12/2015,6851.00
LESIONES PERSONALES,01/01/2016,11187.00
LESIONES PERSONALES,01/02/2016,11312.00
LESIONES PERSONALES,01/03/2016,11193.00
LESIONES PERSONALES,01/04/2016,10213.00
LESIONES PERSONALES,01/05/2016,11163.00
LESIONES PERSONALES,01/06/2016,10308.00
LESIONES PERSONALES,01/07/2016,10709.00
LESIONES PERSONALES,01/08/2016,10713.00
LESIONES PERSONALES,01/09/2016,10300.00
LESIONES PERSONALES,01/10/2016,10228.00
LESIONES PERSONALES,01/11/2016,9497.00
LESIONES PERSONALES,01/12/2016,10399.00
LESIONES PERSONALES,01/01/2017,10600.00
LESIONES PERSONALES,01/02/2017,9530.00
LESIONES PERSONALES,01/03/2017,10422.00
LESIONES PERSONALES,01/04/2017,10490.00
LESIONES PERSONALES,01/05/2017,10958.00
LESIONES PERSONALES,01/06/2017,10367.00
LESIONES PERSONALES,01/07/2017,11962.00
LESIONES PERSONALES,01/08/2017,11167.00
LESIONES PERSONALES,01/09/2017,11387.00
LESIONES PERSONALES,01/10/2017,12053.00
LESIONES PERSONALES,01/11/2017,12018.00
LESIONES PERSONALES,01/12/2017,11701.00
LESIONES PERSONALES,01/01/2018,11884.00
LESIONES PERSONALES,01/02/2018,11125.00
LESIONES PERSONALES,01/03/2018,12284.00
LESIONES PERSONALES,01/04/2018,12031.00
LESIONES PERSONALES,01/05/2018,11094.00
LESIONES PERSONALES,01/06/2018,11802.00
LESIONES PERSONALES,01/07/2018,12238.00
LESIONES PERSONALES,01/08/2018,11626.00
LESIONES PERSONALES,01/09/2018,11454.00
LESIONES PERSONALES,01/10/2018,10755.00
LESIONES PERSONALES,01/11/2018,10340.00
LESIONES PERSONALES,01/12/2018,11670.00
LESIONES PERSONALES,01/01/2019,10143.00
LESIONES PERSONALES,01/02/2019,9590.00
LESIONES PERSONALES,01/03/2019,11684.00
LESIONES PERSONALES,01/04/2019,9580.00
LESIONES PERSONALES,01/05/2019,11146.00
LESIONES PERSONALES,01/06/2019,10742.00
LESIONES PERSONALES,01/07/2019,9266.00
LESIONES PERSONALES,01/08/2019,9270.00
LESIONES PERSONALES,01/09/2019,9479.00
LESIONES PERSONALES,01/10/2019,9379.00
LESIONES PERSONALES,01/11/2019,8975.00
LESIONES PERSONALES,01/12/2019,10039.00
LESIONES PERSONALES,01/01/2020,9117.00
LESIONES PERSONALES,01/02/2020,9278.00
LESIONES PERSONALES,01/03/2020,7276.00
LESIONES PERSONALES,01/04/2020,3629.00
LESIONES PERSONALES,01/05/2020,5432.00
LESIONES PERSONALES,01/06/2020,5351.00
LESIONES PERSONALES,01/07/2020,5957.00
LESIONES PERSONALES,01/08/2020,6980.00
LESIONES PERSONALES,01/09/2020,7501.00
LESIONES PERSONALES,01/10/2020,7890.00
LESIONES PERSONALES,01/11/2020,7803.00
LESIONES PERSONALES,01/12/2020,8697.00
LESIONES PERSONALES,01/01/2021,6613.00
LESIONES PERSONALES,01/02/2021,8167.00
LESIONES PERSONALES,01/03/2021,8419.00
LESIONES PERSONALES,01/04/2021,7813.00
LESIONES PERSONALES,01/05/2021,9223.00
LESIONES PERSONALES,01/06/2021,8309.00
LESIONES PERSONALES,01/07/2021,8447.00
LESIONES PERSONALES,01/08/2021,8967.00
LESIONES PERSONALES,01/09/2021,9439.00
LESIONES PERSONALES,01/10/2021,9637.00
LESIONES PERSONALES,01/11/2021,9516.00
LESIONES PERSONALES,01/12/2021,10755.00
LESIONES PERSONALES,01/01/2022,9220.00
LESIONES PERSONALES,01/02/2022,8885.00
LESIONES PERSONALES,01/03/2022,10645.00
LESIONES PERSONALES,01/04/2022,9131.00
LESIONES PERSONALES,01/05/2022,8198.00
LESIONES PERSONALES,01/06/2022,6802.00
LESIONES PERSONALES,01/07/2022,8044.00
LESIONES PERSONALES,01/08/2022,7437.00
LESIONES PERSONALES,01/09/2022,7880.00
LESIONES PERSONALES,01/10/2022,8317.00
LESIONES PERSONALES,01/11/2022,7103.00
LESIONES PERSONALES,01/12/2022,7848.00
LESIONES PERSONALES,01/01/2023,7459.00
LESIONES PERSONALES,01/02/2023,7094.00
LESIONES PERSONALES,01/03/2023,7953.00
LESIONES PERSONALES,01/04/2023,7456.00
LESIONES PERSONALES,01/05/2023,7951.00
LESIONES PERSONALES,01/06/2023,8029.00
LESIONES PERSONALES,01/07/2023,8544.00
LESIONES PERSONALES,01/08/2023,8143.00
LESIONES PERSONALES,01/09/2023,8721.00
LESIONES PERSONALES,01/10/2023,9547.00
LESIONES PERSONALES,01/11/2023,8770.00
LESIONES PERSONALES,01/12/2023,9218.00
LESIONES PERSONALES,01/01/2024,6952.00
LESIONES PERSONALES,01/02/2024,6793.00
LESIONES PERSONALES,01/03/2024,7843.00
LESIONES PERSONALES,01/04/2024,6898.00
LESIONES PERSONALES,01/05/2024,7724.00
LESIONES PERSONALES,01/06/2024,7310.00
LESIONES PERSONALES,01/07/2024,8001.00
LESIONES PERSONALES,01/08/2024,7547.00
LESIONES PERSONALES,01/09/2024,8296.00
LESIONES PERSONALES,01/10/2024,7996.00
LESIONES PERSONALES,01/11/2024,7745.00
LESIONES PERSONALES,01/12/2024,7840.00
LESIONES PERSONALES,01/01/2025,6432.00
LESIONES PERSONALES,01/02/2025,6065.00
LESIONES PERSONALES,01/03/2025,7560.00
LESIONES PERSONALES,01/04/2025,7043.00
LESIONES PERSONALES,01/05/2025,7043.00
LESIONES PERSONALES,01/06/2025,7189.00
LESIONES PERSONALES,01/07/2025,8054.00
LESIONES PERSONALES,01/08/2025,8242.00
LESIONES PERSONALES,01/09/2025,8371.00
LESIONES PERSONALES,01/10/2025,8497.00
LESIONES PERSONALES,01/11/2025,8236.00
LESIONES PERSONALES,01/12/2025,6927.00
VIOLENCIA INTRAFAMILIAR,01/01/2005,861.00
VIOLENCIA INTRAFAMILIAR,01/02/2005,998.00
VIOLENCIA INTRAFAMILIAR,01/03/2005,1039.00
VIOLENCIA INTRAFAMILIAR,01/04/2005,1022.00
VIOLENCIA INTRAFAMILIAR,01/05/2005,1101.00
VIOLENCIA INTRAFAMILIAR,01/06/2005,1197.00
VIOLENCIA INTRAFAMILIAR,01/07/2005,1285.00
VIOLENCIA INTRAFAMILIAR,01/08/2005,1202.00
VIOLENCIA INTRAFAMILIAR,01/09/2005,1257.00
VIOLENCIA INTRAFAMILIAR,01/10/2005,1267.00
VIOLENCIA INTRAFAMILIAR,01/11/2005,1145.00
VIOLENCIA INTRAFAMILIAR,01/12/2005,1209.00
VIOLENCIA INTRAFAMILIAR,01/01/2006,1527.00
VIOLENCIA INTRAFAMILIAR,01/02/2006,1290.00
VIOLENCIA INTRAFAMILIAR,01/03/2006,1503.00
VIOLENCIA INTRAFAMILIAR,01/04/2006,1530.00
VIOLENCIA INTRAFAMILIAR,01/05/2006,1398.00
VIOLENCIA INTRAFAMILIAR,01/06/2006,1651.00
VIOLENCIA INTRAFAMILIAR,01/07/2006,1817.00
VIOLENCIA INTRAFAMILIAR,01/08/2006,2071.00
VIOLENCIA INTRAFAMILIAR,01/09/2006,2038.00
VIOLENCIA INTRAFAMILIAR,01/10/2006,2036.00
VIOLENCIA INTRAFAMILIAR,01/11/2006,1786.00
VIOLENCIA INTRAFAMILIAR,01/12/2006,1737.00
VIOLENCIA INTRAFAMILIAR,01/01/2007,2100.00
VIOLENCIA INTRAFAMILIAR,01/02/2007,1816.00
VIOLENCIA INTRAFAMILIAR,01/03/2007,1964.00
VIOLENCIA INTRAFAMILIAR,01/04/2007,1701.00
VIOLENCIA INTRAFAMILIAR,01/05/2007,1757.00
VIOLENCIA INTRAFAMILIAR,01/06/2007,1733.00
VIOLENCIA INTRAFAMILIAR,01/07/2007,1717.00
VIOLENCIA INTRAFAMILIAR,01/08/2007,1619.00
VIOLENCIA INTRAFAMILIAR,01/09/2007,1757.00
VIOLENCIA INTRAFAMILIAR,01/10/2007,1545.00
VIOLENCIA INTRAFAMILIAR,01/11/2007,1437.00
VIOLENCIA INTRAFAMILIAR,01/12/2007,1099.00
VIOLENCIA INTRAFAMILIAR,01/01/2008,2161.00
VIOLENCIA INTRAFAMILIAR,01/02/2008,1994.00
VIOLENCIA INTRAFAMILIAR,01/03/2008,1907.00
VIOLENCIA INTRAFAMILIAR,01/04/2008,1772.00
VIOLENCIA INTRAFAMILIAR,01/05/2008,1954.00
VIOLENCIA INTRAFAMILIAR,01/06/2008,1977.00
VIOLENCIA INTRAFAMILIAR,01/07/2008,1694.00
VIOLENCIA INTRAFAMILIAR,01/08/2008,1863.00
VIOLENCIA INTRAFAMILIAR,01/09/2008,1559.00
VIOLENCIA INTRAFAMILIAR,01/10/2008,1541.00
VIOLENCIA INTRAFAMILIAR,01/11/2008,1494.00
VIOLENCIA INTRAFAMILIAR,01/12/2008,1318.00
VIOLENCIA INTRAFAMILIAR,01/01/2009,2345.00
VIOLENCIA INTRAFAMILIAR,01/02/2009,2157.00
VIOLENCIA INTRAFAMILIAR,01/03/2009,2638.00
VIOLENCIA INTRAFAMILIAR,01/04/2009,2146.00
VIOLENCIA INTRAFAMILIAR,01/05/2009,2347.00
VIOLENCIA INTRAFAMILIAR,01/06/2009,2088.00
VIOLENCIA INTRAFAMILIAR,01/07/2009,1981.00
VIOLENCIA INTRAFAMILIAR,01/08/2009,2188.00
VIOLENCIA INTRAFAMILIAR,01/09/2009,1972.00
VIOLENCIA INTRAFAMILIAR,01/10/2009,1805.00
VIOLENCIA INTRAFAMILIAR,01/11/2009,1754.00
VIOLENCIA INTRAFAMILIAR,01/12/2009,1478.00
VIOLENCIA INTRAFAMILIAR,01/01/2010,2386.00
VIOLENCIA INTRAFAMILIAR,01/02/2010,2080.00
VIOLENCIA INTRAFAMILIAR,01/03/2010,1960.00
VIOLENCIA INTRAFAMILIAR,01/04/2010,1838.00
VIOLENCIA INTRAFAMILIAR,01/05/2010,2339.00
VIOLENCIA INTRAFAMILIAR,01/06/2010,1847.00
VIOLENCIA INTRAFAMILIAR,01/07/2010,1949.00
VIOLENCIA INTRAFAMILIAR,01/08/2010,2041.00
VIOLENCIA INTRAFAMILIAR,01/09/2010,2126.00
VIOLENCIA INTRAFAMILIAR,01/10/2010,1790.00
VIOLENCIA INTRAFAMILIAR,01/11/2010,1368.00
VIOLENCIA INTRAFAMILIAR,01/12/2010,1447.00
VIOLENCIA INTRAFAMILIAR,01/01/2011,2378.00
VIOLENCIA INTRAFAMILIAR,01/02/2011,2284.00
VIOLENCIA INTRAFAMILIAR,01/03/2011,2346.00
VIOLENCIA INTRAFAMILIAR,01/04/2011,2194.00
VIOLENCIA INTRAFAMILIAR,01/05/2011,2484.00
VIOLENCIA INTRAFAMILIAR,01/06/2011,2208.00
VIOLENCIA INTRAFAMILIAR,01/07/2011,2403.00
VIOLENCIA INTRAFAMILIAR,01/08/2011,2628.00
VIOLENCIA INTRAFAMILIAR,01/09/2011,2246.00
VIOLENCIA INTRAFAMILIAR,01/10/2011,2236.00
VIOLENCIA INTRAFAMILIAR,01/11/2011,2050.00
VIOLENCIA INTRAFAMILIAR,01/12/2011,1737.00
VIOLENCIA INTRAFAMILIAR,01/01/2012,3371.00
VIOLENCIA INTRAFAMILIAR,01/02/2012,3032.00
VIOLENCIA INTRAFAMILIAR,01/03/2012,2967.00
VIOLENCIA INTRAFAMILIAR,01/04/2012,2803.00
VIOLENCIA INTRAFAMILIAR,01/05/2012,2949.00
VIOLENCIA INTRAFAMILIAR,01/06/2012,2738.00
VIOLENCIA INTRAFAMILIAR,01/07/2012,2872.00
VIOLENCIA INTRAFAMILIAR,01/08/2012,2789.00
VIOLENCIA INTRAFAMILIAR,01/09/2012,3012.00
VIOLENCIA INTRAFAMILIAR,01/10/2012,2222.00
VIOLENCIA INTRAFAMILIAR,01/11/2012,1865.00
VIOLENCIA INTRAFAMILIAR,01/12/2012,1797.00
VIOLENCIA INTRAFAMILIAR,01/01/2013,3750.00
VIOLENCIA INTRAFAMILIAR,01/02/2013,3366.00
VIOLENCIA INTRAFAMILIAR,01/03/2013,3402.00
VIOLENCIA INTRAFAMILIAR,01/04/2013,3215.00
VIOLENCIA INTRAFAMILIAR,01/05/2013,2974.00
VIOLENCIA INTRAFAMILIAR,01/06/2013,2720.00
VIOLENCIA INTRAFAMILIAR,01/07/2013,2574.00
VIOLENCIA INTRAFAMILIAR,01/08/2013,2529.00
VIOLENCIA INTRAFAMILIAR,01/09/2013,2515.00
VIOLENCIA INTRAFAMILIAR,01/10/2013,2323.00
VIOLENCIA INTRAFAMILIAR,01/11/2013,1917.00
VIOLENCIA INTRAFAMILIAR,01/12/2013,1791.00
VIOLENCIA INTRAFAMILIAR,01/01/2014,4337.00
VIOLENCIA INTRAFAMILIAR,01/02/2014,4867.00
VIOLENCIA INTRAFAMILIAR,01/03/2014,5232.00
VIOLENCIA INTRAFAMILIAR,01/04/2014,4108.00
VIOLENCIA INTRAFAMILIAR,01/05/2014,4882.00
VIOLENCIA INTRAFAMILIAR,01/06/2014,4428.00
VIOLENCIA INTRAFAMILIAR,01/07/2014,3351.00
VIOLENCIA INTRAFAMILIAR,01/08/2014,3842.00
VIOLENCIA INTRAFAMILIAR,01/09/2014,4439.00
VIOLENCIA INTRAFAMILIAR,01/10/2014,3521.00
VIOLENCIA INTRAFAMILIAR,01/11/2014,2748.00
VIOLENCIA INTRAFAMILIAR,01/12/2014,2687.00
VIOLENCIA INTRAFAMILIAR,01/01/2015,5339.00
VIOLENCIA INTRAFAMILIAR,01/02/2015,6217.00
VIOLENCIA INTRAFAMILIAR,01/03/2015,6124.00
VIOLENCIA INTRAFAMILIAR,01/04/2015,6015.00
VIOLENCIA INTRAFAMILIAR,01/05/2015,7191.00
VIOLENCIA INTRAFAMILIAR,01/06/2015,6331.00
VIOLENCIA INTRAFAMILIAR,01/07/2015,6601.00
VIOLENCIA INTRAFAMILIAR,01/08/2015,6868.00
VIOLENCIA INTRAFAMILIAR,01/09/2015,6866.00
VIOLENCIA INTRAFAMILIAR,01/10/2015,6463.00
VIOLENCIA INTRAFAMILIAR,01/11/2015,5767.00
VIOLENCIA INTRAFAMILIAR,01/12/2015,5920.00
VIOLENCIA INTRAFAMILIAR,01/01/2016,8948.00
VIOLENCIA INTRAFAMILIAR,01/02/2016,9406.00
VIOLENCIA INTRAFAMILIAR,01/03/2016,8759.00
VIOLENCIA INTRAFAMILIAR,01/04/2016,8102.00
VIOLENCIA INTRAFAMILIAR,01/05/2016,8605.00
VIOLENCIA INTRAFAMILIAR,01/06/2016,7749.00
VIOLENCIA INTRAFAMILIAR,01/07/2016,7616.00
VIOLENCIA INTRAFAMILIAR,01/08/2016,7962.00
VIOLENCIA INTRAFAMILIAR,01/09/2016,7860.00
VIOLENCIA INTRAFAMILIAR,01/10/2016,7644.00
VIOLENCIA INTRAFAMILIAR,01/11/2016,7199.00
VIOLENCIA INTRAFAMILIAR,01/12/2016,7293.00
VIOLENCIA INTRAFAMILIAR,01/01/2017,8340.00
VIOLENCIA INTRAFAMILIAR,01/02/2017,8558.00
VIOLENCIA INTRAFAMILIAR,01/03/2017,9041.00
VIOLENCIA INTRAFAMILIAR,01/04/2017,8495.00
VIOLENCIA INTRAFAMILIAR,01/05/2017,9659.00
VIOLENCIA INTRAFAMILIAR,01/06/2017,8061.00
VIOLENCIA INTRAFAMILIAR,01/07/2017,8367.00
VIOLENCIA INTRAFAMILIAR,01/08/2017,8251.00
VIOLENCIA INTRAFAMILIAR,01/09/2017,8721.00
VIOLENCIA INTRAFAMILIAR,01/10/2017,8233.00
VIOLENCIA INTRAFAMILIAR,01/11/2017,8325.00
VIOLENCIA INTRAFAMILIAR,01/12/2017,6473.00
VIOLENCIA INTRAFAMILIAR,01/01/2018,8687.00
VIOLENCIA INTRAFAMILIAR,01/02/2018,8406.00
VIOLENCIA INTRAFAMILIAR,01/03/2018,9166.00
VIOLENCIA INTRAFAMILIAR,01/04/2018,9126.00
VIOLENCIA INTRAFAMILIAR,01/05/2018,9371.00
VIOLENCIA INTRAFAMILIAR,01/06/2018,8725.00
VIOLENCIA INTRAFAMILIAR,01/07/2018,8009.00
VIOLENCIA INTRAFAMILIAR,01/08/2018,8256.00
VIOLENCIA INTRAFAMILIAR,01/09/2018,8663.00
VIOLENCIA INTRAFAMILIAR,01/10/2018,7595.00
VIOLENCIA INTRAFAMILIAR,01/11/2018,7035.00
VIOLENCIA INTRAFAMILIAR,01/12/2018,6875.00
VIOLENCIA INTRAFAMILIAR,01/01/2019,7316.00
VIOLENCIA INTRAFAMILIAR,01/02/2019,7701.00
VIOLENCIA INTRAFAMILIAR,01/03/2019,8745.00
VIOLENCIA INTRAFAMILIAR,01/04/2019,7902.00
VIOLENCIA INTRAFAMILIAR,01/05/2019,9553.00
VIOLENCIA INTRAFAMILIAR,01/06/2019,9269.00
VIOLENCIA INTRAFAMILIAR,01/07/2019,11720.00
VIOLENCIA INTRAFAMILIAR,01/08/2019,11861.00
VIOLENCIA INTRAFAMILIAR,01/09/2019,11969.00
VIOLENCIA INTRAFAMILIAR,01/10/2019,10883.00
VIOLENCIA INTRAFAMILIAR,01/11/2019,10052.00
VIOLENCIA INTRAFAMILIAR,01/12/2019,9552.00
VIOLENCIA INTRAFAMILIAR,01/01/2020,11493.00
VIOLENCIA INTRAFAMILIAR,01/02/2020,12128.00
VIOLENCIA INTRAFAMILIAR,01/03/2020,9162.00
VIOLENCIA INTRAFAMILIAR,01/04/2020,7891.00
VIOLENCIA INTRAFAMILIAR,01/05/2020,10045.00
VIOLENCIA INTRAFAMILIAR,01/06/2020,8196.00
VIOLENCIA INTRAFAMILIAR,01/07/2020,8932.00
VIOLENCIA INTRAFAMILIAR,01/08/2020,9504.00
VIOLENCIA INTRAFAMILIAR,01/09/2020,10693.00
VIOLENCIA INTRAFAMILIAR,01/10/2020,10762.00
VIOLENCIA INTRAFAMILIAR,01/11/2020,10158.00
VIOLENCIA INTRAFAMILIAR,01/12/2020,9812.00
VIOLENCIA INTRAFAMILIAR,01/01/2021,8560.00
VIOLENCIA INTRAFAMILIAR,01/02/2021,10880.00
VIOLENCIA INTRAFAMILIAR,01/03/2021,11434.00
VIOLENCIA INTRAFAMILIAR,01/04/2021,10537.00
VIOLENCIA INTRAFAMILIAR,01/05/2021,10664.00
VIOLENCIA INTRAFAMILIAR,01/06/2021,10241.00
VIOLENCIA INTRAFAMILIAR,01/07/2021,10411.00
VIOLENCIA INTRAFAMILIAR,01/08/2021,11422.00
VIOLENCIA INTRAFAMILIAR,01/09/2021,12400.00
VIOLENCIA INTRAFAMILIAR,01/10/2021,10824.00
VIOLENCIA INTRAFAMILIAR,01/11/2021,10795.00
VIOLENCIA INTRAFAMILIAR,01/12/2021,10063.00
VIOLENCIA INTRAFAMILIAR,01/01/2022,10540.00
VIOLENCIA INTRAFAMILIAR,01/02/2022,11519.00
VIOLENCIA INTRAFAMILIAR,01/03/2022,12918.00
VIOLENCIA INTRAFAMILIAR,01/04/2022,10325.00
VIOLENCIA INTRAFAMILIAR,01/05/2022,8589.00
VIOLENCIA INTRAFAMILIAR,01/06/2022,7774.00
VIOLENCIA INTRAFAMILIAR,01/07/2022,8000.00
VIOLENCIA INTRAFAMILIAR,01/08/2022,8307.00
VIOLENCIA INTRAFAMILIAR,01/09/2022,8636.00
VIOLENCIA INTRAFAMILIAR,01/10/2022,9604.00
VIOLENCIA INTRAFAMILIAR,01/11/2022,8587.00
VIOLENCIA INTRAFAMILIAR,01/12/2022,6987.00
VIOLENCIA INTRAFAMILIAR,01/01/2023,7801.00
VIOLENCIA INTRAFAMILIAR,01/02/2023,7962.00
VIOLENCIA INTRAFAMILIAR,01/03/2023,8795.00
VIOLENCIA INTRAFAMILIAR,01/04/2023,7781.00
VIOLENCIA INTRAFAMILIAR,01/05/2023,9450.00
VIOLENCIA INTRAFAMILIAR,01/06/2023,9322.00
VIOLENCIA INTRAFAMILIAR,01/07/2023,10500.00
VIOLENCIA INTRAFAMILIAR,01/08/2023,11277.00
VIOLENCIA INTRAFAMILIAR,01/09/2023,11856.00
VIOLENCIA INTRAFAMILIAR,01/10/2023,12390.00
VIOLENCIA INTRAFAMILIAR,01/11/2023,11467.00
VIOLENCIA INTRAFAMILIAR,01/12/2023,10865.00
VIOLENCIA INTRAFAMILIAR,01/01/2024,9212.00
VIOLENCIA INTRAFAMILIAR,01/02/2024,10040.00
VIOLENCIA INTRAFAMILIAR,01/03/2024,11031.00
VIOLENCIA INTRAFAMILIAR,01/04/2024,10584.00
VIOLENCIA INTRAFAMILIAR,01/05/2024,11805.00
VIOLENCIA INTRAFAMILIAR,01/06/2024,11435.00
VIOLENCIA INTRAFAMILIAR,01/07/2024,12625.00
VIOLENCIA INTRAFAMILIAR,01/08/2024,12413.00
VIOLENCIA INTRAFAMILIAR,01/09/2024,13463.00
VIOLENCIA INTRAFAMILIAR,01/10/2024,13264.00
VIOLENCIA INTRAFAMILIAR,01/11/2024,11931.00
VIOLENCIA INTRAFAMILIAR,01/12/2024,8229.00
VIOLENCIA INTRAFAMILIAR,01/01/2025,10872.00
VIOLENCIA INTRAFAMILIAR,01/02/2025,10255.00
VIOLENCIA INTRAFAMILIAR,01/03/2025,11485.00
VIOLENCIA INTRAFAMILIAR,01/04/2025,11545.00
VIOLENCIA INTRAFAMILIAR,01/05/2025,11145.00
VIOLENCIA INTRAFAMILIAR,01/06/2025,11815.00
VIOLENCIA INTRAFAMILIAR,01/07/2025,14158.00
VIOLENCIA INTRAFAMILIAR,01/08/2025,14003.00
VIOLENCIA INTRAFAMILIAR,01/09/2025,14660.00
VIOLENCIA INTRAFAMILIAR,01/10/2025,13188.00
VIOLENCIA INTRAFAMILIAR,01/11/2025,11786.00
VIOLENCIA INTRAFAMILIAR,01/12/2025,6721.00
TASA DESEMPLEO,01/01/2005,13.26
TASA DESEMPLEO,01/02/2005,14.10
TASA DESEMPLEO,01/03/2005,12.95
TASA DESEMPLEO,01/04/2005,12.02
TASA DESEMPLEO,01/05/2005,12.49
TASA DESEMPLEO,01/06/2005,11.54
TASA DESEMPLEO,01/07/2005,12.05
TASA DESEMPLEO,01/08/2005,11.72
TASA DESEMPLEO,01/09/2005,11.33
TASA DESEMPLEO,01/10/2005,9.90
TASA DESEMPLEO,01/11/2005,10.28
TASA DESEMPLEO,01/12/2005,10.27
TASA DESEMPLEO,01/01/2006,13.37
TASA DESEMPLEO,01/02/2006,13.08
TASA DESEMPLEO,01/03/2006,11.37
TASA DESEMPLEO,01/04/2006,12.06
TASA DESEMPLEO,01/05/2006,11.87
TASA DESEMPLEO,01/06/2006,10.48
TASA DESEMPLEO,01/07/2006,12.30
TASA DESEMPLEO,01/08/2006,13.04
TASA DESEMPLEO,01/09/2006,12.91
TASA DESEMPLEO,01/10/2006,11.36
TASA DESEMPLEO,01/11/2006,11.00
TASA DESEMPLEO,01/12/2006,11.84
TASA DESEMPLEO,01/01/2007,14.28
TASA DESEMPLEO,01/02/2007,12.86
TASA DESEMPLEO,01/03/2007,12.03
TASA DESEMPLEO,01/04/2007,10.81
TASA DESEMPLEO,01/05/2007,11.70
TASA DESEMPLEO,01/06/2007,11.20
TASA DESEMPLEO,01/07/2007,11.35
TASA DESEMPLEO,01/08/2007,10.86
TASA DESEMPLEO,01/09/2007,10.87
TASA DESEMPLEO,01/10/2007,10.21
TASA DESEMPLEO,01/11/2007,9.49
TASA DESEMPLEO,01/12/2007,9.92
TASA DESEMPLEO,01/01/2008,13.30
TASA DESEMPLEO,01/02/2008,12.19
TASA DESEMPLEO,01/03/2008,11.34
TASA DESEMPLEO,01/04/2008,11.08
TASA DESEMPLEO,01/05/2008,10.81
TASA DESEMPLEO,01/06/2008,11.41
TASA DESEMPLEO,01/07/2008,12.21
TASA DESEMPLEO,01/08/2008,11.43
TASA DESEMPLEO,01/09/2008,11.05
TASA DESEMPLEO,01/10/2008,10.18
TASA DESEMPLEO,01/11/2008,10.91
TASA DESEMPLEO,01/12/2008,10.77
TASA DESEMPLEO,01/01/2009,14.47
TASA DESEMPLEO,01/02/2009,12.77
TASA DESEMPLEO,01/03/2009,12.19
TASA DESEMPLEO,01/04/2009,12.12
TASA DESEMPLEO,01/05/2009,11.76
TASA DESEMPLEO,01/06/2009,11.60
TASA DESEMPLEO,01/07/2009,12.84
TASA DESEMPLEO,01/08/2009,11.94
TASA DESEMPLEO,01/09/2009,12.44
TASA DESEMPLEO,01/10/2009,11.76
TASA DESEMPLEO,01/11/2009,11.39
TASA DESEMPLEO,01/12/2009,11.31
TASA DESEMPLEO,01/01/2010,14.88
TASA DESEMPLEO,01/02/2010,12.69
TASA DESEMPLEO,01/03/2010,11.96
TASA DESEMPLEO,01/04/2010,12.44
TASA DESEMPLEO,01/05/2010,12.26
TASA DESEMPLEO,01/06/2010,11.98
TASA DESEMPLEO,01/07/2010,12.86
TASA DESEMPLEO,01/08/2010,11.38
TASA DESEMPLEO,01/09/2010,10.87
TASA DESEMPLEO,01/10/2010,10.45
TASA DESEMPLEO,01/11/2010,10.93
TASA DESEMPLEO,01/12/2010,11.23
TASA DESEMPLEO,01/01/2011,13.90
TASA DESEMPLEO,01/02/2011,13.14
TASA DESEMPLEO,01/03/2011,10.95
TASA DESEMPLEO,01/04/2011,11.27
TASA DESEMPLEO,01/05/2011,11.55
TASA DESEMPLEO,01/06/2011,11.04
TASA DESEMPLEO,01/07/2011,11.70
TASA DESEMPLEO,01/08/2011,10.42
TASA DESEMPLEO,01/09/2011,9.93
TASA DESEMPLEO,01/10/2011,9.36
TASA DESEMPLEO,01/11/2011,9.49
TASA DESEMPLEO,01/12/2011,10.07
TASA DESEMPLEO,01/01/2012,12.79
TASA DESEMPLEO,01/02/2012,12.08
TASA DESEMPLEO,01/03/2012,10.50
TASA DESEMPLEO,01/04/2012,11.09
TASA DESEMPLEO,01/05/2012,11.00
TASA DESEMPLEO,01/06/2012,10.24
TASA DESEMPLEO,01/07/2012,11.16
TASA DESEMPLEO,01/08/2012,9.99
TASA DESEMPLEO,01/09/2012,10.14
TASA DESEMPLEO,01/10/2012,9.17
TASA DESEMPLEO,01/11/2012,9.46
